
---------- Begin Simulation Statistics ----------
simSeconds                                   0.231047                       # Number of seconds simulated (Second)
simTicks                                 231046727500                       # Number of ticks simulated (Tick)
finalTick                                231046727500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7359.14                       # Real time elapsed on the host (Second)
hostTickRate                                 31395896                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2265080                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   135885                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     153845                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        462093456                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.462093                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.164064                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1233569142                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1945                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1194569398                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5437                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            101407449                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         276258958                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  93                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           461993095                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.585687                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.928642                       # Number of insts issued each cycle (Count)
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 20720.467186                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 20720.467186                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   8860                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    177105852                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       177105852                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst        10908                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total         10908                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    236863998                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    236863998                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    177116760                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    177116760                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000062                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000062                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 21714.704620                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 21714.704620                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst         1537                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total         1537                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         9371                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         9371                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    194171498                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    194171498                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000053                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000053                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 20720.467186                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 20720.467186                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 231046727500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           508.755547                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            177115223                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               9371                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           18900.354605                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               81500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   508.755547                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.993663                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.993663                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          509                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::2            6                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3            2                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          501                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.994141                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          354242891                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         354242891                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 231046727500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   2923436                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   11590730                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   120472                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1233571087                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 5215                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                267678341                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               154741283                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  1514                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                     10711                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   109525                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          19761                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          55405                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      4103361                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              4158766                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1167741270                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1167719723                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 708550995                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                1236860453                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.527021                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.572863                       # Average fanout of values written-back ((Count/Count))
system.cpu.lsq0.forwLoads                    34060084                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                18695224                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses              1247895                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               19761                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                6195365                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads             20303405                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                     83                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          248983107                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.884390                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             6.546806                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              240308465     96.52%     96.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::10-19              6002013      2.41%     98.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::20-29              1912952      0.77%     99.69% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::30-39               437483      0.18%     99.87% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::40-49                24671      0.01%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::50-59                10550      0.00%     99.88% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::60-69                28774      0.01%     99.90% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
